"X","country","ISO2","actual","est","est_lower","est_upper","cd_actual","pd_actual","cd_est","pd_est","cd_est_95","pd_est_95","rating_delta","cd_delta","pd_delta","rating_delta_95","cd_delta_95","pd_delta_95","model","scenario_","year"
12,"Denmark","DK",20,19.0558566666667,18.3130768400747,19.7986364932586,0.528295218534761,0,0.635160065989041,0.908206262377519,0.698269646546537,1.95438507451914,-0.944143333333333,0.10686484745428,0.908206262377519,-1.68692315992526,0.169974428011777,1.95438507451914,"GCAM 6.0 NGFS","Below 2","30"
13,"Egypt","EG",5.4,5.43363166666667,4.6930372101527,6.17422612318063,4.92983395861495,36.992483158093,4.89716834151295,36.6333637649126,5.65950583028866,45.1389197232519,0.0336316666666665,-0.0326656171019994,-0.359119393180464,-0.706962789847299,0.729671871673705,8.14643656515893,"GCAM 6.0 NGFS","Below 2","30"
14,"Estonia","EE",17,15.25129,14.5077379948629,15.9948420051371,0.783809906904573,2.85987858509344,0.894256315100875,2.97544194250514,0.956682140908348,2.91786073153509,-1.74871,0.110446408196302,0.115563357411702,-2.49226200513709,0.172872234003775,0.0579821464416455,"GCAM 6.0 NGFS","Below 2","30"
15,"Finland","FI",19,18.4820166666667,17.6473722214118,19.3166611119216,0.640457129391164,1.00324021516269,0.685189967171204,1.75585214207692,0.744356922101069,2.54084779361784,-0.517983333333333,0.0447328377800399,0.752611926914227,-1.35262777858822,0.103899792709905,1.53760757845515,"GCAM 6.0 NGFS","Below 2","30"
16,"France","FR",18,16.6260266666667,15.7216662448113,17.5303870885221,0.720901920982245,2.2670672729256,0.805713251591088,2.95599881879292,0.861255318441313,3.00700091271082,-1.37397333333333,0.084811330608843,0.68893154586732,-2.27833375518874,0.140353397459068,0.739933639785221,"GCAM 6.0 NGFS","Below 2","30"
17,"Germany","DE",20,19.2058883333333,18.4659801677129,19.9457964989538,0.528295218534761,0,0.620423115298302,0.638713070504309,0.686460355376053,1.77563910645307,-0.794111666666666,0.0921278967635414,0.638713070504309,-1.5340198322871,0.158165136841293,1.77563910645307,"GCAM 6.0 NGFS","Below 2","30"
18,"Greece","GR",5.8,7.12189333333333,6.09775430063696,8.1460323660297,4.55298049557823,32.8822847969495,3.47955032366986,21.6524312168893,4.28865579900475,30.0456747405624,1.32189333333333,-1.07343017190837,-11.2298535800603,0.297754300636963,-0.264324696573484,-2.83661005638713,"GCAM 6.0 NGFS","Below 2","30"
19,"Hong Kong","HK",19.4,18.1041566666667,17.3633341852618,18.8449791480715,0.600192516921849,0.258240247631818,0.713584714103627,2.17069116624728,0.76208684155574,2.70756933286904,-1.29584333333333,0.113392197181778,1.91245091861546,-2.03666581473818,0.161894324633891,2.44932908523722,"GCAM 6.0 NGFS","Below 2","30"
20,"Hungary","HU",11,11.4254883333333,10.6718286385211,12.1791480281456,1.58708246480164,5.22159971540106,1.46921610569012,4.52309137824428,1.68804029546834,5.87579202788659,0.425488333333334,-0.117866359111524,-0.698508337156781,-0.328171361478946,0.100957830666704,0.654192312485527,"GCAM 6.0 NGFS","Below 2","30"
21,"India","IN",11,5.81149166666667,5.07199379119474,6.55098954213859,1.58708246480164,5.22159971540106,4.54252572246197,32.7693289487456,5.25805779338719,40.6285759480625,-5.18850833333333,2.95544325766033,27.5477292333445,-5.92800620880526,3.67097532858555,35.4069762326614,"GCAM 6.0 NGFS","Below 2","30"
22,"Indonesia","ID",10.8,7.30205,6.55885904494374,8.04524095505626,1.64753048899489,5.6077084980296,3.35248436755578,20.3819649354071,3.90564591940236,26.0128334540812,-3.49795,1.70495387856089,14.7742564373775,-4.24114095505626,2.25811543040747,20.4051249560516,"GCAM 6.0 NGFS","Below 2","30"
23,"Ireland","IE",16.2,16.738725,15.9972460989464,17.4802039010536,0.83103896629781,3.00575050497685,0.799117801751047,2.93280333700065,0.843533836106139,3.01198571759187,0.538724999999999,-0.0319211645467636,-0.0729471679761957,-0.202753901053592,0.0124948698083286,0.00623521261502447,"GCAM 6.0 NGFS","Below 2","30"
24,"Italy","IT",11.6,11.9569683333333,11.104648804174,12.8092878624927,1.42489871566851,4.28174585806536,1.34110992481018,3.8628958902557,1.55676333104306,5.03468746813565,0.356968333333334,-0.0837887908583295,-0.418849967809663,-0.495351195826032,0.131864615374548,0.752941610070287,"GCAM 6.0 NGFS","Below 2","30"
25,"Japan","JP",16,15.06746,14.246360866063,15.888559133937,0.843361400754689,3.01196315014471,0.908361411362628,2.95949949254683,0.982527676448169,2.91025378243424,-0.932539999999999,0.0650000106079394,-0.0524636575978832,-1.75363913393698,0.139166275693481,-0.10170936771047,"GCAM 6.0 NGFS","Below 2","30"
